,Name,Type,Link,Latitude,Longitude,ImageUrl,Description
268,Phellus,Greek,https://en.wikipedia.org//wiki/Phellus,36°14′05″N,29°37′56″E,https://upload.wikimedia.org/wikipedia/commons/thumb/0/08/LycianTombPhellos.jpg/800px-LycianTombPhellos.jpg,"Phellus (Lycian: Wehnti; Ancient Greek: Φέλλος, Turkish: Phellos) is a town of ancient Lycia, now situated on the mountainous outskirts of the small town of Kaş in the Antalya Province of Turkey. The city was first referenced as early as 7 BC by Greek geographer and philosopher Strabo in Book XII of his Geographica (which detailed settlements in the Anatolia region), alongside the port town of Antiphellus; which served as the settlement's main trade front.
"
269,Phocaea,Greek,https://en.wikipedia.org//wiki/Phocaea,38°40′03″N,26°45′29″E,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Ancient_theatre_Fo%C3%A7a525.jpg/800px-Ancient_theatre_Fo%C3%A7a525.jpg,"Phocaea or Phokaia (Ancient Greek: Φώκαια, Phókaia; modern-day Foça in Turkey) was an ancient Ionian Greek city on the western coast of Anatolia. Greek colonists from Phocaea founded the colony of Massalia[1] (modern-day Marseille, in France) in 600 BC, Emporion (modern-day Empúries, in Catalonia, Spain) in 575 BC and Elea (modern-day Velia, in Campania, Italy) in 540 BC.
"
270,Pinara,Greek,https://en.wikipedia.org//wiki/Pinara,36°29′19″N,29°15′07″E,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1a/Pinara_Amphitheatre_Fethiye_Mugla_Turkiye.JPG/800px-Pinara_Amphitheatre_Fethiye_Mugla_Turkiye.JPG,"Pinara (Lycian: 𐊓𐊆𐊍𐊍𐊁𐊑𐊏𐊆 Pilleñni, presumably from the adjective ""round""; Greek: τὰ Πίναρα, formerly Artymnesus or Artymnesos according to one account) was a large city of ancient Lycia at the foot of Mount Cragus (now Mount Babadağ), and not far from the western bank of the River Xanthos, homonymous with the ancient city of Xanthos (now Eşen Stream).
"
271,Pisidia,Greek,https://en.wikipedia.org//wiki/Pisidia,37°18′N,30°18′E,https://upload.wikimedia.org/wikipedia/en/thumb/9/99/Question_book-new.svg/512px-Question_book-new.svg.png,"Pisidia (/pɪˈsɪdiə/; Greek: Πισιδία, Pisidía; Turkish: Pisidya) was a region of ancient Asia Minor located north of Lycia, bordering Caria, Lydia, Phrygia and Pamphylia, and corresponding roughly to the modern-day province of Antalya in Turkey. Among Pisidia's settlements were Antioch(ia) in Pisidia, Termessos, Cremna, Sagalassos, Etenna, Neapolis, Selge, Tyriacum, Laodiceia Katakekaumene and Philomelium.
"
272,Ploutonion at Hierapolis,Greek,https://en.wikipedia.org//wiki/Ploutonion_at_Hierapolis,37°55′36.48″N,29°07′36.53″E,,"The Ploutonion at Hierapolis (Ancient Greek: Πλουτώνειον Ploutōneion,[1] lit ""Place of Pluto""; Latin: Plutonium) or Pluto's Gate[2] was a ploutonion (a religious site dedicated to the god Pluto)  in the ancient city of Hierapolis near Pamukkale in modern Turkey's Denizli Province. The site was discovered in 1965 by Italian archaeologists, who published reports on their excavations throughout the decade.[3] In 2013, it was further explored by Italian archaeologists led by Francesco D'Andria, a professor of archaeology at the University of Salento.[4] As part of a restoration project, a replica of the marble statue of Hades and Cerberus has been restored to its original place. The statue is known to have been there in ancient times.[5]
"
273,Podalia (Lycia),Greek,https://en.wikipedia.org//wiki/Podalia_(Lycia),36°40′27″N,30°02′11″E,,"Podalia (Ancient Greek: Ποδαλία), also spelled Podalaea or Podalaia (Ποδαλαία), Podallia (Ποδαλλία), and Podaleia (Ποδάλεια), was a town of ancient Lycia, mentioned by several ancient authors.
"
274,Pompeiopolis,Greek,https://en.wikipedia.org//wiki/Pompeiopolis,41°31′01″N,34°12′47″E,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e5/Turkey_adm_location_map.svg/800px-Turkey_adm_location_map.svg.png,"Pompeiopolis (Greek: Πομπηιούπολις, city of Pompeius) was a Roman city in ancient Paphlagonia, identified in the early 19th century with the ruins of Zımbıllı Tepe, located near Taşköprü, Kastamonu Province in the Black Sea Region of Turkey. The exact location is 40 km north-east of Kastamonu and a short distance across the river from modern Taşköprü, in the valley of the Gökırmak or Gök River (Greek: Αμνίας, Amnías). The borders of Pompeiopolis reached the Küre mountains to the north, Ilgaz mountains to the south, Halys river to the east and Pınarbaşı valley to the west.
"
275,Priene,Greek,https://en.wikipedia.org//wiki/Priene,37°39′35″N,27°17′52″E,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6d/Temple_of_Athena_at_Priene.jpg/800px-Temple_of_Athena_at_Priene.jpg,"Priene (Ancient Greek: Πριήνη, romanized: Priēnē; Turkish: Prien) was an ancient Greek city of Ionia (and member of the Ionian League) located at the base of an escarpment of Mycale, about 6 kilometres (3.7 mi) north of what was then the course of the Maeander River (now called the Büyük Menderes or ""Big Maeander""). It was 67 kilometres (42 mi) from ancient Anthea, 15 kilometres (9.3 mi) from ancient Aneon and 25 kilometres (16 mi) from ancient Miletus. The city was built on the sea coast, overlooking the former Latmian Gulf of the Aegean. It was developed on steep slopes and terraces extending from sea level to a height of 380 metres (1,250 ft) above sea level at the top of the escarpment.[1] Because of siltation from the river filling the bay over several centuries, the city is now an inland site. It is located at a short distance west of the modern village Güllübahçe Turun in the Söke district of Aydın Province, Turkey.
"
276,Prusias ad Hypium,Greek,https://en.wikipedia.org//wiki/Prusias_ad_Hypium,40°54′22″N,31°08′53″E,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5d/Prusias_ad_Hypium_10.jpg/800px-Prusias_ad_Hypium_10.jpg,"see also the city ""Cius"" or ""Kios""
"
277,Rhodiapolis,Greek,https://en.wikipedia.org//wiki/Rhodiapolis,36°23′13″N,30°15′56″E,https://upload.wikimedia.org/wikipedia/commons/thumb/8/81/Rhodiapolis.JPG/800px-Rhodiapolis.JPG,"Rhodiapolis (Ancient Greek: Ῥοδιάπολις), also known as Rhodia (Ῥοδία) and Rhodiopolis (Ῥοδιόπολις), was a city in ancient Lycia. Today it is located on a hill northwest of the modern town Kumluca in Antalya Province, Turkey.
"
278,Sagalassos,Greek,https://en.wikipedia.org//wiki/Sagalassos,37°40′41″N,30°31′10″E,https://upload.wikimedia.org/wikipedia/commons/thumb/1/11/Sagalassos_26.jpg/800px-Sagalassos_26.jpg,"Sagalassos (Greek: Σαγαλασσός), also known as Selgessos (Greek: Σελγησσός)[1] and Sagallesos (Greek: Σαγαλλησός),[2] is an archaeological site in southwestern Turkey, about 100 km north of Antalya (ancient Attaleia), and 30 km from Burdur and Isparta. The ancient ruins of Sagalassos are 7 km from Ağlasun (as well as being its namesake) in the province of Burdur, on Mount Akdağ, in the Western Taurus mountains range, at an altitude of 1450–1700 metres.
In Roman Imperial times, the town was known as the ""first city of Pisidia"", a region in the western Taurus mountains, currently known as the Turkish Lakes Region. During the Hellenistic period it was already one of the major Pisidian towns.
"
279,Samsun,Greek,https://en.wikipedia.org//wiki/Samsun,41°17′25″N,36°20′01″E,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ad/Samsun_genel_kolaj.JPG/800px-Samsun_genel_kolaj.JPG,"
"
280,Sardis,Greek,https://en.wikipedia.org//wiki/Sardis,38°29′18″N,28°02′25″E,https://upload.wikimedia.org/wikipedia/en/thumb/9/99/Question_book-new.svg/512px-Question_book-new.svg.png,"Sardis (/ˈsɑːrdɪs/) or Sardes (/ˈsɑːrdiːz/; Lydian: Sfard; Ancient Greek: Σάρδεις Sardeis; Old Persian: Sparda; Biblical Hebrew: ספרד‎ Sfarad) was an ancient city at the location of modern Sart (Sartmahmut before 19 October 2005), near Salihli, in Turkey's Manisa Province. Sardis was the capital of the ancient kingdom of Lydia,[1] one of the important cities of the Persian Empire, the seat of a Seleucid Satrap, the seat of a proconsul under the Roman Empire, and the metropolis of the province Lydia in later Roman and Byzantine times. As one of the seven churches of Asia, it was addressed by the author of the Book of Revelation in the New Testament,[2] in terms which seem to imply that its church members did not finish what they started, that they were about image and not substance.[3] Its importance was due first to its military strength, secondly to its situation on an important highway leading from the interior to the Aegean coast, and thirdly to its commanding the wide and fertile plain of the Hermus.
"
281,Satala in Lydia,Greek,https://en.wikipedia.org//wiki/Satala_in_Lydia,38°34′43″N,28°16′09″E,,"Satala (Ancient Greek: Σάταλα) or Satala  in Lydia was a Roman era city[1][2] and Bishopric[3] in ancient Lydia.
"
282,Scepsis,Greek,https://en.wikipedia.org//wiki/Scepsis,39°48′40″N,26°42′23″E,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7b/Scepsis_2009.jpg/800px-Scepsis_2009.jpg,"Scepsis or Skepsis (Ancient Greek: Σκῆψις or Σκέψις) was an ancient settlement in the Troad, Asia Minor that is at the present site of the village of Kurşunlutepe, near the town of Bayramiç in Turkey. The settlement is notable for being the location where the famous library of Aristotle was kept before being moved to Pergamum and Alexandria.[1] It was also home to Metrodorus of Scepsis and Demetrius of Scepsis.
"
283,Sebastopolis (Caria),Greek,https://en.wikipedia.org//wiki/Sebastopolis_(Caria),37°29′09″N,29°08′15″E,https://upload.wikimedia.org/wikipedia/commons/thumb/9/90/Heinrich_Kiepert._Asia_citerior.Caria.jpg/800px-Heinrich_Kiepert._Asia_citerior.Caria.jpg,"Sebastopolis (Ancient Greek: Σεβαστόπολις),[1] also known as Saleia, was a town of ancient Caria, inhabited during Hellenistic, Roman, and Byzantine times.[2] It minted coins in antiquity.[3][4]
"
284,Seleucia (Pamphylia),Greek,https://en.wikipedia.org//wiki/Seleucia_(Pamphylia),36°49′42″N,31°14′36″E,https://upload.wikimedia.org/wikipedia/commons/thumb/2/20/Seleukia%28Turkey%292012.jpg/800px-Seleukia%28Turkey%292012.jpg,"Seleucia (Greek: Σελεύκεια – also transliterated as Seleukeia) was an ancient Greek city on the Mediterranean coast of Pamphylia, in Anatolia, approximately 15 km northeast of Side; the site is currently about 1k north of the village of Bucakşeyhler (also Bucakşıhler), approximately 12 km northeast of Manavgat, Antalya Province, Turkey. It is situated on a hilltop with steep escarpments on several sides making a strong defensive position. The track from the village has recently been clear felled but the main site is still within a mature pine forest. The German researcher Johannes Nollé has suggested, however, that the remains at this location are not those of Seleucia but rather those of Lyrba.[1] Another name for the city in the Middle Ages was Scandalor,[2] which was documented on portolan maps.[3]
"
285,Seleucia at the Zeugma,Greek,https://en.wikipedia.org//wiki/Seleucia_at_the_Zeugma,37°26′N,38°14′E,,"Seleucia at the Zeugma (Greek: Σελεύκεια ἐπὶ τοῦ Ζεύγματος, transliterated Seleucia epi tou Zeugmatos or Seleukeia epi tou Zeugmatos) was a Hellenistic city or fortified town in the present Republic of Turkey, on the left, or south, bank of the Euphrates, across from ancient Samosata and not far from it. 
"
286,Seleucia Sidera,Greek,https://en.wikipedia.org//wiki/Seleucia_Sidera,37°54′00″N,30°37′04″E,https://upload.wikimedia.org/wikipedia/en/thumb/9/99/Question_book-new.svg/512px-Question_book-new.svg.png,"Seleucia Sidera (Greek: Σελεύκεια η Σιδηρᾶ, Seleukeia hê Sidêra; Latin: Seleucia Ferrea), also transliterated as Seleuceia, Seleukeia, and later known as Claudioseleucia, Greek Klaudioseleukeia, was an ancient city in the northern part of Pisidia, Anatolia, near the village of Bayat (old name Selef), near Atabey, about 15 km north-northeast of Isparta, Isparta Province, in the Mediterranean Region of Turkey.
"
287,Selge,Greek,https://en.wikipedia.org//wiki/Selge,37°13′46″N,31°07′38″E,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b1/Selgetheater.jpg/800px-Selgetheater.jpg,"Selge (Greek: Σέλγη) was an important city in ancient Pisidia and later in Pamphylia, on the southern slope of Mount Taurus, modern Antalya Province, Turkey, at the part where the river Eurymedon River (Turkish: Köprüçay) forces its way through the mountains towards the south.
"
288,Selymbria,Greek,https://en.wikipedia.org//wiki/Selymbria,41°04′49″N,28°16′06″E,,"Selymbria (Greek: Σηλυμβρία),[1] or Selybria (Σηλυβρία),[2][3][4] or Selybrie (Σηλυβρίη),[5] was a town of ancient Thrace on the Propontis, 22 Roman miles east from Perinthus, and 44 Roman miles west from Constantinople,[6] near the southern end of the wall built by Anastasius I Dicorus for the protection of his capital.[7]
"
289,Serrion Teichos,Greek,https://en.wikipedia.org//wiki/Serrion_Teichos,40°45′02″N,27°19′28″E,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e9/Thraciae-veteris-typvs.jpg/780px-Thraciae-veteris-typvs.jpg,"Serrion Teichos (Ancient Greek: Σέρριον τείχος) or Serreion Teichos (Σέρρειον τεῖχος) was a Greek[1] city in ancient Thrace, located in the region of the Propontis. It was a member of the Delian League and appears in tribute lists of Athens between 428/7 and 418/7 BCE.[1] It later bore the name of Ganus or Ganos (Γάνος or Γᾶνος).[2] It is under this name that the town is mentioned by geographers and historians, as a noted mountain fortress of Thrace.[3]
"
290,Sestos,Greek,https://en.wikipedia.org//wiki/Sestos,40°13′N,26°23′E,https://upload.wikimedia.org/wikipedia/commons/thumb/5/51/Marmara_Region_location_map.svg/450px-Marmara_Region_location_map.svg.png,"Sestos (Greek: Σηστός, Latin: Sestus) was an ancient city in Thrace. It was located at the Thracian Chersonese peninsula on the European coast of the Hellespont, opposite the ancient city of Abydos, and near the town of Eceabat in Turkey.
"
291,Setae (Lydia),Greek,https://en.wikipedia.org//wiki/Setae_(Lydia),38°46′46″N,28°37′53″E,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c8/Lydia_circa_50_AD_-_English_legend.jpg/800px-Lydia_circa_50_AD_-_English_legend.jpg,"Setae or Setai (Ancient Greek: Σέται), or Settae or Settai (Σέτται), or Saettae or Saittai or Saittae (Σαίτται) was a town of ancient Lydia,[1] located at Sidas Kaleh[2][3] in Modern Turkey.[4][5] The ruins of that town consist of a stadium,[6] tombs and ruins of several temples.[7][8] The town is not mentioned by any of the earlier writers, but appears in Ptolemy[9] and Hierocles.[10]
"
292,"Side, Turkey",Greek,"https://en.wikipedia.org//wiki/Side,_Turkey",36°46′00″N,31°23′20″E,https://upload.wikimedia.org/wikipedia/commons/thumb/6/67/Sunrise_apollo_side.jpg/480px-Sunrise_apollo_side.jpg,"Side is a city on the southern Mediterranean coast of Turkey. It includes the modern resort town and the ruins of the ancient city of Side, one of the best-known classical sites in the country. It lies near Manavgat and the village of Selimiye, 78 km from Antalya in the province of Antalya.[1]
"
